Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Carton of Raw Porkchops
chiselsandbits:block_bit:0, Chiseled Bit - Carton of Uncooked Rabbits
chiselsandbits:block_bit:0, Chiseled Bit - Carton of Rotten Flesh (Yick)
chiselsandbits:block_bit:0, Chiseled Bit - Carton of Bones
chiselsandbits:block_bit:0, Chiseled Bit - Carton of Raw Pork Hocks
chiselsandbits:block_bit:0, Chiseled Bit - Carton of Eggs
chiselsandbits:block_bit:0, Chiseled Bit - Carton of Eggs
chiselsandbits:block_bit:0, Chiseled Bit - Carton of Eggs
chiselsandbits:block_bit:0, Chiseled Bit - Carton of Tatoes
chiselsandbits:block_bit:0, Chiseled Bit - Carton of Tatoes
chiselsandbits:block_bit:0, Chiseled Bit - Carton of Apples
chiselsandbits:block_bit:0, Chiseled Bit - Carton of Ink
chiselsandbits:block_bit:0, Chiseled Bit - Carton of Ink
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Canola Oil
chiselsandbits:block_bit:0, Chiseled Bit - Refined Canola Oil
chiselsandbits:block_bit:0, Chiseled Bit - Crystallized Oil
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Oil
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Souls
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Oxygen
chiselsandbits:block_bit:0, Chiseled Bit - Hydrogen
chiselsandbits:block_bit:0, Chiseled Bit - Deuterium
chiselsandbits:block_bit:0, Chiseled Bit - Tritium
chiselsandbits:block_bit:0, Chiseled Bit - Helium-3
chiselsandbits:block_bit:0, Chiseled Bit - Helium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron-10
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron-11
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium-6
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium-7
chiselsandbits:block_bit:0, Chiseled Bit - Molten Steel
chiselsandbits:block_bit:0, Chiseled Bit - Molten Ferroboron
chiselsandbits:block_bit:0, Chiseled Bit - Molten Tough Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Molten Hard Carbon
chiselsandbits:block_bit:0, Chiseled Bit - Liquefacted Coal
chiselsandbits:block_bit:0, Chiseled Bit - Molten Beryllium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Manganese
chiselsandbits:block_bit:0, Chiseled Bit - Molten Manganese Dioxide
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sulfur
chiselsandbits:block_bit:0, Chiseled Bit - Molten Arsenic
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Helium
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Nitrogen
chiselsandbits:block_bit:0, Chiseled Bit - Plasma
chiselsandbits:block_bit:0, Chiseled Bit - Neutron Fluid
chiselsandbits:block_bit:0, Chiseled Bit - Methanol
chiselsandbits:block_bit:0, Chiseled Bit - RadAway Fluid
chiselsandbits:block_bit:0, Chiseled Bit - Slow-Acting RadAway Fluid
chiselsandbits:block_bit:0, Chiseled Bit - Nitrogen
chiselsandbits:block_bit:0, Chiseled Bit - Fluorine
chiselsandbits:block_bit:0, Chiseled Bit - Carbon Dioxide
chiselsandbits:block_bit:0, Chiseled Bit - Carbon Monoxide
chiselsandbits:block_bit:0, Chiseled Bit - Ethylene
chiselsandbits:block_bit:0, Chiseled Bit - Fluoromethane
chiselsandbits:block_bit:0, Chiseled Bit - Ammonia
chiselsandbits:block_bit:0, Chiseled Bit - Oxygen Difluoride
chiselsandbits:block_bit:0, Chiseled Bit - Diborane
chiselsandbits:block_bit:0, Chiseled Bit - Sulfur Dioxide
chiselsandbits:block_bit:0, Chiseled Bit - Sulfur Trioxide
chiselsandbits:block_bit:0, Chiseled Bit - Hydrofluoric Acid
chiselsandbits:block_bit:0, Chiseled Bit - Boric Acid
chiselsandbits:block_bit:0, Chiseled Bit - Sulfuric Acid
chiselsandbits:block_bit:0, Chiseled Bit - Boron Nitride Solution
chiselsandbits:block_bit:0, Chiseled Bit - Fluorite Water
chiselsandbits:block_bit:0, Chiseled Bit - Calcium Sulfate Solution
chiselsandbits:block_bit:0, Chiseled Bit - Sodium Fluoride Solution
chiselsandbits:block_bit:0, Chiseled Bit - Potassium Fluoride Solution
chiselsandbits:block_bit:0, Chiseled Bit - Sodium Hydroxide Solution
chiselsandbits:block_bit:0, Chiseled Bit - Potassium Hydroxide Solution
chiselsandbits:block_bit:0, Chiseled Bit - Borax Solution
chiselsandbits:block_bit:0, Chiseled Bit - Corium
chiselsandbits:block_bit:0, Chiseled Bit - Chocolate Liquor
chiselsandbits:block_bit:0, Chiseled Bit - Cocoa Butter
chiselsandbits:block_bit:0, Chiseled Bit - Molten Unsweetened Chocolate
chiselsandbits:block_bit:0, Chiseled Bit - Molten Dark Chocolate
chiselsandbits:block_bit:0, Chiseled Bit - Molten Milk Chocolate
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sugar
chiselsandbits:block_bit:0, Chiseled Bit - Molten Gelatin
chiselsandbits:block_bit:0, Chiseled Bit - Hydrated Gelatin
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Marshmallow
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lithium Fluoride
chiselsandbits:block_bit:0, Chiseled Bit - Molten Beryllium Fluoride
chiselsandbits:block_bit:0, Chiseled Bit - Molten FLiBe Salt Mixture
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sodium Hydroxide
chiselsandbits:block_bit:0, Chiseled Bit - Molten Potassium Hydroxide
chiselsandbits:block_bit:0, Chiseled Bit - High Pressure Steam
chiselsandbits:block_bit:0, Chiseled Bit - Exhaust Steam
chiselsandbits:block_bit:0, Chiseled Bit - Low Pressure Steam
chiselsandbits:block_bit:0, Chiseled Bit - Low Quality Steam
chiselsandbits:block_bit:0, Chiseled Bit - Preheated Water
chiselsandbits:block_bit:0, Chiseled Bit - Condensate Water
chiselsandbits:block_bit:0, Chiseled Bit - Molten Sodium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Potassium
chiselsandbits:block_bit:0, Chiseled Bit - Eutectic NaK Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Hot Eutectic NaK Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Molten Boron Arsenide
chiselsandbits:block_bit:0, Chiseled Bit - Silicon Carbide Vapor
chiselsandbits:block_bit:0, Chiseled Bit - Molten Alugentum
chiselsandbits:block_bit:0, Chiseled Bit - Molten Alumina
chiselsandbits:block_bit:0, Chiseled Bit - Molten Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Molten Silver
chiselsandbits:block_bit:0, Chiseled Bit - Olive Oil
chiselsandbits:block_bit:0, Chiseled Bit - Ironberry Juice
chiselsandbits:block_bit:0, Chiseled Bit - Wildberry Juice
chiselsandbits:block_bit:0, Chiseled Bit - Grape Juice
chiselsandbits:block_bit:0, Chiseled Bit - Apple Juice
chiselsandbits:block_bit:0, Chiseled Bit - Ale Wort
chiselsandbits:block_bit:0, Chiseled Bit - Honey
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Clay
chiselsandbits:block_bit:0, Chiseled Bit - Pyroberry Wine
chiselsandbits:block_bit:0, Chiseled Bit - Gloamberry Wine
chiselsandbits:block_bit:0, Chiseled Bit - Freckleberry Wine
chiselsandbits:block_bit:0, Chiseled Bit - Tannin
chiselsandbits:block_bit:0, Chiseled Bit - Lamp Oil
chiselsandbits:block_bit:0, Chiseled Bit - Wood Tar
chiselsandbits:block_bit:0, Chiseled Bit - Coal Tar
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:tape_measure, Tape Measure
chiselsandbits:bittank, Chiseled Fluid Bit Tank
chiselsandbits:chiseled_wood, Chiseled Wood
chiselsandbits:chiseled_rock, Chiseled Rock
chiselsandbits:chiseled_iron, Chiseled Metal
chiselsandbits:chiseled_cloth, Chiseled Cloth
chiselsandbits:chiseled_ice, Chiseled Ice
chiselsandbits:chiseled_packedice, Chiseled Packed Ice
chiselsandbits:chiseled_clay, Chiseled Clay
chiselsandbits:chiseled_glass, Chiseled Glass
chiselsandbits:chiseled_sand, Chiseled Sand
chiselsandbits:chiseled_ground, Chiseled Ground
chiselsandbits:chiseled_grass, Chiseled Grass
chiselsandbits:chiseled_snow, Chiseled Snow
chiselsandbits:chiseled_fluid, Chiseled Fluid
chiselsandbits:chiseled_leaves, Chiseled Leaves
contenttweaker:ice_crystal, Ice Crystal
contenttweaker:myst_sapling, Mysterious Sapling
contenttweaker:cowhide, Cowhide
contenttweaker:discord, Discord
contenttweaker:patreon, Patreon
contenttweaker:twitter, Twitter
contenttweaker:akliz, Akliz Server Hosting
contenttweaker:youtube, Youtube
contenttweaker:glacial, Glacial
patchouli:guide_book, Guide Book
headcrumbs:skull:0, Bat Head
headcrumbs:skull:0, Polar Bear
headcrumbs:skull:0, Blaze Head
headcrumbs:skull:0, Ocelot Head
headcrumbs:skull:0, Black Cat Head
headcrumbs:skull:0, Red Cat Head
headcrumbs:skull:0, Siamese Cat Head
headcrumbs:skull:0, Chicken Head
headcrumbs:skull:0, Cow Head
headcrumbs:skull:0, Mooshroom Head
headcrumbs:skull:0, Enderman Head
headcrumbs:skull:0, Endermite Head
headcrumbs:skull:0, Ghast Head
headcrumbs:skull:0, Guardian Head
headcrumbs:skull:0, Elder Guardian Head
headcrumbs:skull:0, Horse Head (Black)
headcrumbs:skull:0, Horse Head (Brown)
headcrumbs:skull:0, Horse Head (Chestnut)
headcrumbs:skull:0, Horse Head (Creamy)
headcrumbs:skull:0, Horse Head (Dark Brown)
headcrumbs:skull:0, Horse Head (Grey)
headcrumbs:skull:0, Horse Head (White)
headcrumbs:skull:0, Donkey Head
headcrumbs:skull:0, Mule Head
headcrumbs:skull:0, Undead Horse Head
headcrumbs:skull:0, Skeleton Horse Head
headcrumbs:skull:0, Iron Golem Head
headcrumbs:skull:0, Pig Head
headcrumbs:skull:0, Rabbit Head (Black)
headcrumbs:skull:0, Rabbit Head (Brown)
headcrumbs:skull:0, Rabbit Head (Gold)
headcrumbs:skull:0, Rabbit Head (Salt)
headcrumbs:skull:0, Rabbit Head (Toast)
headcrumbs:skull:0, Rabbit Head (White Splotched)
headcrumbs:skull:0, Rabbit Head (White)
headcrumbs:skull:0, Sheep Head
headcrumbs:skull:0, Silverfish Head
headcrumbs:skull:0, Slime Head
headcrumbs:skull:0, Magma Cube Head
headcrumbs:skull:0, Snow Golem Head
headcrumbs:skull:0, Spider Head
headcrumbs:skull:0, Cave Spider Head
headcrumbs:skull:0, Squid Head
headcrumbs:skull:0, Villager Head
headcrumbs:skull:0, Witch Head
headcrumbs:skull:0, Wither Head
headcrumbs:skull:0, Wolf Head
headcrumbs:skull:0, Zombie Villager Head
headcrumbs:skull:0, Pigman Head
headcrumbs:player, tile.headcrumbs.player.name
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:probenote, The One Probe Read Me
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
theoneprobe:probe_goggles, The One Probe (Bauble)
industrialforegoing:petrified_fuel_generator, Petrified Fuel Generator
industrialforegoing:enchantment_refiner, Enchantment Sorter
industrialforegoing:enchantment_extractor, Enchantment Extractor
industrialforegoing:enchantment_aplicator, Enchantment Applicator
industrialforegoing:mob_relocator, Mob Crusher
industrialforegoing:potion_enervator, Potion Brewer
industrialforegoing:animal_independence_selector, Animal Baby Separator
industrialforegoing:animal_stock_increaser, Animal Feeder
industrialforegoing:crop_sower, Plant Sower
industrialforegoing:crop_enrich_material_injector, Plant Fertilizer
industrialforegoing:crop_recolector, Plant Gatherer
industrialforegoing:black_hole_unit, Black Hole Unit
industrialforegoing:water_condensator, Water Condensator
industrialforegoing:water_resources_collector, Resources Fisher
industrialforegoing:animal_resource_harvester, Animal Rancher
industrialforegoing:mob_slaughter_factory, Mob Slaughter Factory
industrialforegoing:mob_duplicator, Mob Duplicator
industrialforegoing:block_destroyer, Block Breaker
industrialforegoing:block_placer, Block Placer
industrialforegoing:tree_fluid_extractor, Tree Fluid Extractor
industrialforegoing:latex_processing_unit, Latex Processing Unit
industrialforegoing:sewage_composter_solidifier, Sewage Composter
industrialforegoing:animal_byproduct_recolector, Animal Sewer
industrialforegoing:sludge_refiner, Sludge Refiner
industrialforegoing:mob_detector, Mob Detector
industrialforegoing:lava_fabricator, Lava Fabricator
industrialforegoing:bioreactor, Bioreactor
industrialforegoing:biofuel_generator, Biofuel Generator
industrialforegoing:laser_base, Laser Base
industrialforegoing:laser_drill, Laser Drill
industrialforegoing:ore_processor, Ore Processor
industrialforegoing:black_hole_controller, Black Hole Controller (DEPRECATED)
industrialforegoing:black_hole_controller_reworked, Black Hole Controller v2.0
industrialforegoing:dye_mixer, Dye Mixer
industrialforegoing:enchantment_invoker, Enchantment Factory
industrialforegoing:spores_recreator, Spores Recreator
industrialforegoing:animal_growth_increaser, Animal Grower
industrialforegoing:material_stonework_factory, Material StoneWork Factory
industrialforegoing:black_hole_tank, Black Hole Tank
industrialforegoing:resourceful_furnace, Resourceful Furnace
industrialforegoing:villager_trade_exchanger, Villager Trade Exchanger
industrialforegoing:energy_field_provider, Energy Field Provider
industrialforegoing:oredictionary_converter, Ore Dictionary Converter
industrialforegoing:protein_reactor, Protein Reactor
industrialforegoing:protein_generator, Protein Generator
industrialforegoing:hydrator, Hydrator
industrialforegoing:wither_builder, Wither Builder
industrialforegoing:fluid_pump, Fluid Pump
industrialforegoing:fluid_crafter, Fluid Crafter
industrialforegoing:plant_interactor, Plant Interactor
industrialforegoing:item_splitter, Item Splitter
industrialforegoing:fluiddictionary_converter, Fluid Dictionary Converter
industrialforegoing:froster, Froster
industrialforegoing:ore_washer, Washing Factory
industrialforegoing:ore_fermenter, Fermentation Station
industrialforegoing:ore_sieve, Fluid Sieving Machine
industrialforegoing:pitiful_fuel_generator, Pitiful Fuel Generator
industrialforegoing:tinydryrubber, Tiny Dry Rubber
industrialforegoing:dryrubber, Dry Rubber
industrialforegoing:plastic, Plastic
industrialforegoing:fertilizer, Fertilizer
industrialforegoing:meat_feeder, Meat Feeder
industrialforegoing:mob_imprisonment_tool, Mob Imprisonment Tool
industrialforegoing:laser_lens:0, White§r Laser Lens
industrialforegoing:laser_lens:1, Orange§r Laser Lens
industrialforegoing:laser_lens:2, Magenta§r Laser Lens
industrialforegoing:laser_lens:3, Light Blue§r Laser Lens
industrialforegoing:laser_lens:4, Yellow§r Laser Lens
industrialforegoing:laser_lens:5, Lime§r Laser Lens
industrialforegoing:laser_lens:6, Pink§r Laser Lens
industrialforegoing:laser_lens:7, Gray§r Laser Lens
industrialforegoing:laser_lens:8, Light Gray§r Laser Lens
industrialforegoing:laser_lens:9, Cyan§r Laser Lens
industrialforegoing:laser_lens:10, Purple§r Laser Lens
industrialforegoing:laser_lens:11, Blue§r Laser Lens
industrialforegoing:laser_lens:12, Brown§r Laser Lens
industrialforegoing:laser_lens:13, Green§r Laser Lens
industrialforegoing:laser_lens:14, Red§r Laser Lens
industrialforegoing:laser_lens:15, Black§r Laser Lens
industrialforegoing:laser_lens_inverted:0, White§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:1, Orange§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:2, Magenta§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:3, Light Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:4, Yellow§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:5, Lime§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:6, Pink§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:7, Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:8, Light Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:9, Cyan§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:10, Purple§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:11, Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:12, Brown§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:13, Green§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:14, Red§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:15, Black§r Laser Lens (Inverted)
industrialforegoing:straw, Straw
industrialforegoing:conveyor_upgrade:0, Extraction Conveyor Upgrade
industrialforegoing:conveyor_upgrade:1, Insertion Conveyor Upgrade
industrialforegoing:conveyor_upgrade:2, Detection Conveyor Upgrade
industrialforegoing:conveyor_upgrade:3, Bouncing Conveyor Upgrade
industrialforegoing:conveyor_upgrade:4, Dropping Conveyor Upgrade
industrialforegoing:conveyor_upgrade:5, Blinking Conveyor Upgrade
industrialforegoing:conveyor_upgrade:6, Splitting Conveyor Upgrade
industrialforegoing:pink_slime, Pink Slime
industrialforegoing:book_manual, Industrial Foregoing's Manual
industrialforegoing:pink_slime_ingot, Pink Slime Ingot
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:adult_filter, Adult Filter
industrialforegoing:range_addon:0, Range Addon
industrialforegoing:range_addon:1, Range Addon
industrialforegoing:range_addon:2, Range Addon
industrialforegoing:range_addon:3, Range Addon
industrialforegoing:range_addon:4, Range Addon
industrialforegoing:range_addon:5, Range Addon
industrialforegoing:range_addon:6, Range Addon
industrialforegoing:range_addon:7, Range Addon
industrialforegoing:range_addon:8, Range Addon
industrialforegoing:range_addon:9, Range Addon
industrialforegoing:range_addon:10, Range Addon
industrialforegoing:range_addon:11, Range Addon
industrialforegoing:energy_field_addon, Energy Field Addon
industrialforegoing:leaf_shearing, Leaf Shearing Addon
industrialforegoing:itemstack_transfer_addon_pull:0, Itemstack Transfer Addon (Pull/Down)
industrialforegoing:itemstack_transfer_addon_push:0, Itemstack Transfer Addon (Push/Down)
industrialforegoing:fluid_transfer_addon_pull:0, Fluid Transfer Addon (Pull/Down)
industrialforegoing:fluid_transfer_addon_push:0, Fluid Transfer Addon (Push/Down)
industrialforegoing:fortune_addon, Fortune Addon
industrialforegoing:artificial_dye:0, White§r Artificial Dye
industrialforegoing:artificial_dye:1, Orange§r Artificial Dye
industrialforegoing:artificial_dye:2, Magenta§r Artificial Dye
industrialforegoing:artificial_dye:3, Light Blue§r Artificial Dye
industrialforegoing:artificial_dye:4, Yellow§r Artificial Dye
industrialforegoing:artificial_dye:5, Lime§r Artificial Dye
industrialforegoing:artificial_dye:6, Pink§r Artificial Dye
industrialforegoing:artificial_dye:7, Gray§r Artificial Dye
industrialforegoing:artificial_dye:8, Light Gray§r Artificial Dye
industrialforegoing:artificial_dye:9, Cyan§r Artificial Dye
industrialforegoing:artificial_dye:10, Purple§r Artificial Dye
industrialforegoing:artificial_dye:11, Blue§r Artificial Dye
industrialforegoing:artificial_dye:12, Brown§r Artificial Dye
industrialforegoing:artificial_dye:13, Green§r Artificial Dye
industrialforegoing:artificial_dye:14, Red§r Artificial Dye
industrialforegoing:artificial_dye:15, Black§r Artificial Dye
industrialforegoing:conveyor:0, White§r Conveyor Belt
industrialforegoing:conveyor:1, Orange§r Conveyor Belt
industrialforegoing:conveyor:2, Magenta§r Conveyor Belt
